dataset,corpus,query_id,split,query_type,difficulty,method,baseline_rank,rank,rank_delta_baseline_minus_method,change,hit_at_5,query,relevant_document_ids,top5_document_ids
english,english_221,emanual_182,validation,english,emanual,hybrid,2,1,1,improved,True,How can I connect Samsung-Smart-Remote to TV?,doc_34c598c35f3e6406|doc_e8f06baf2e266ead,doc_e8f06baf2e266ead|doc_34c598c35f3e6406|doc_2839c652ea71d611|doc_cb5137af2abe18b6|doc_e6054dfc943d2100
english,english_221,emanual_470,validation,english,emanual,hybrid,2,2,0,unchanged,True,My TV screen automatically became black screen. How ?,doc_559038e0a46f70dd,doc_0f4a2c01c63c7750|doc_559038e0a46f70dd|doc_1ccf529a297411ff|doc_0af7c92f8dbdb29b|doc_a1b28200976f7ebc
english,english_221,emanual_465,test,english,emanual,hybrid,1,1,0,unchanged,True,How can I turn on ambient mode on TV screen. Can you explain about that?,doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_fd9f5beff7a82de8,doc_fd9f5beff7a82de8|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_9037c6468fd9ab9c
english,english_221,emanual_302,test,english,emanual,hybrid,6,4,2,improved,True,How do I check scheduled viewings?,doc_021c12c35b16c64e|doc_0312927d1c998db2|doc_a516564b3a344f30,doc_3bf0ef285005ae77|doc_a41de15e5b29bc4a|doc_f2a6f947643fc60e|doc_0312927d1c998db2|doc_6a9904e1c70aa2ec
english,english_221,emanual_645,test,english,emanual,hybrid,2,1,1,improved,True,Can I fix low volume issue?,doc_422d081516bd1cce|doc_dc30edcb02d26e16,doc_422d081516bd1cce|doc_0af7c92f8dbdb29b|doc_dc30edcb02d26e16|doc_c054145800fbf428|doc_202f58843ae10ffc
english,english_221,emanual_490,test,english,emanual,hybrid,6,2,4,improved,True,Can I configure Tint?,doc_353741387bfd6387,doc_afafb124cc440374|doc_353741387bfd6387|doc_af2ec7a96f792725|doc_a9e6a8fa88d31bdc|doc_a99a8099396779cd
english,english_221,emanual_411,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I troubleshoot video issues ?,doc_0f015058bf7c2775|doc_bb306395cc6d4f76,doc_0f015058bf7c2775|doc_609e85f812744839|doc_fce8424fccb22773|doc_615a7c3ab71fc9f0|doc_bb306395cc6d4f76
english,english_221,emanual_359,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I turn on the TV with a mobile device?,doc_7d9084e249b806f6|doc_e5596e1b3e874338,doc_e5596e1b3e874338|doc_7d9084e249b806f6|doc_93b5337a580bd24e|doc_804541978d7fce82|doc_a00c8eaf77703d82
english,english_221,emanual_14,test,english,emanual,hybrid,1,1,0,unchanged,True,What are natural and movie mode?,doc_af9e1db1daf8b03b,doc_af9e1db1daf8b03b|doc_706dedfd66e0c194|doc_559038e0a46f70dd|doc_e12736352b7e2a01|doc_1ccf529a297411ff
english,english_221,emanual_594,test,english,emanual,hybrid,1,1,0,unchanged,True,How do I view a list of mobile devices registered to the TV?,doc_804541978d7fce82,doc_804541978d7fce82|doc_7d9084e249b806f6|doc_a99a8099396779cd|doc_93b5337a580bd24e|doc_e5596e1b3e874338
english,english_221,emanual_179,validation,english,emanual,hybrid,2,1,1,improved,True,Where do I find e-Manual?,doc_2caad8a88899272a|doc_83dbad72020c426c,doc_83dbad72020c426c|doc_4fa7990263faeb2a|doc_2caad8a88899272a|doc_1725377e288e3615|doc_09768321cd4ba86c
english,english_221,emanual_567,validation,english,emanual,hybrid,2,1,1,improved,True,I want to update the TV automatically. How can I do that ?,doc_755e377f476da28d|doc_c0f02da9d00f95d9,doc_c0f02da9d00f95d9|doc_e66d2e96bcd55a11|doc_755e377f476da28d|doc_de2026d4614e336e|doc_9bcc997d8d11776c
english,english_221,emanual_325,validation,english,emanual,hybrid,7,2,5,improved,True,How do I select and view channels from favorite list only ?,doc_3af6b352347331b3,doc_ffe8bf4b5c0e3c80|doc_3af6b352347331b3|doc_55d56943df651835|doc_95fa017d8afc2bc7|doc_242dd5273a96502e
english,english_221,emanual_29,validation,english,emanual,hybrid,1,1,0,unchanged,True,What is Default / CC1 ~ CC4/ Text1 ~ Text4 and Default / Service1 ~ Service6 / CC1 ~ CC4 / Text1 ~ Text4?,doc_28fa362e0abac177,doc_28fa362e0abac177|doc_c62d865190756e69|doc_25dffc7c886f9021|doc_af9e1db1daf8b03b|doc_55347d49ecde46a6
english,english_221,emanual_634,validation,english,emanual,hybrid,1,1,0,unchanged,True,Can I fix Screen Brightness issues?,doc_afc84e50acac12bb|doc_bb306395cc6d4f76,doc_afc84e50acac12bb|doc_bb306395cc6d4f76|doc_353741387bfd6387|doc_615a7c3ab71fc9f0|doc_559038e0a46f70dd
english,english_221,emanual_590,validation,english,emanual,hybrid,3,1,2,improved,True,What are the steps to connect my mobile device to the TV?,doc_7d9084e249b806f6|doc_a00c8eaf77703d82,doc_7d9084e249b806f6|doc_804541978d7fce82|doc_e5596e1b3e874338|doc_a00c8eaf77703d82|doc_93b5337a580bd24e
english,english_221,emanual_433,test,english,emanual,hybrid,1,1,0,unchanged,True,How do I fix odd sound of speaker?,doc_422d081516bd1cce|doc_c0720d5f0d595fea,doc_422d081516bd1cce|doc_d0c4a5adf3ffc776|doc_4874e4ea0e6bc8ee|doc_5f9d9d64cde629ee|doc_c0720d5f0d595fea
english,english_221,emanual_507,validation,english,emanual,hybrid,1,1,0,unchanged,True,Explain the procedure to adjust HDMI black level?,doc_0af7c92f8dbdb29b,doc_0af7c92f8dbdb29b|doc_0f4a2c01c63c7750|doc_fd9a7389dc034d9c|doc_e12736352b7e2a01|doc_959a249e5e387400
english,english_221,emanual_467,test,english,emanual,hybrid,1,1,0,unchanged,True,I want to enter into Ambient mode. How can I do that?,doc_fd9f5beff7a82de8,doc_fd9f5beff7a82de8|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_da1300ebb4dd314e
english,english_221,emanual_22,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I configure RGB Only Mode and Color Space Settings?,doc_353741387bfd6387,doc_353741387bfd6387|doc_e12736352b7e2a01|doc_28fa362e0abac177|doc_af2ec7a96f792725|doc_d0c4a5adf3ffc776
english,english_221,emanual_486,test,english,emanual,hybrid,6,1,5,improved,True,Can I configure Brightness?,doc_353741387bfd6387|doc_afc84e50acac12bb,doc_afc84e50acac12bb|doc_af2ec7a96f792725|doc_afafb124cc440374|doc_353741387bfd6387|doc_559038e0a46f70dd
english,english_221,emanual_135,validation,english,emanual,hybrid,4,2,2,improved,True,How do I use virtual numeric pad?,doc_0e3c01b874040648|doc_bb3e0d00176d1755,doc_bf3eeadd3429f562|doc_0e3c01b874040648|doc_bb3e0d00176d1755|doc_e6054dfc943d2100|doc_a999e4aaad94aafb
english,english_221,emanual_430,test,english,emanual,hybrid,2,1,1,improved,True,how do I fix low volume issue?,doc_422d081516bd1cce|doc_77298c31ec8420b7|doc_c0720d5f0d595fea,doc_422d081516bd1cce|doc_0af7c92f8dbdb29b|doc_202f58843ae10ffc|doc_dc30edcb02d26e16|doc_2c3942511eba49a0
english,english_221,emanual_155,validation,english,emanual,hybrid,1,1,0,unchanged,True,How can I view and select channels on my favorite lists only?,doc_3af6b352347331b3,doc_3af6b352347331b3|doc_ffe8bf4b5c0e3c80|doc_242dd5273a96502e|doc_55d56943df651835|doc_95fa017d8afc2bc7
english,english_221,emanual_461,validation,english,emanual,hybrid,4,2,2,improved,True,I want to know about settings option in smart hub. What is it?,doc_0e7fbbe1ec22ae1b|doc_de8b8dd292c3b28e,doc_a9e6a8fa88d31bdc|doc_de8b8dd292c3b28e|doc_ec5bc8bc9dee6a28|doc_5d0f867bdf5d3927|doc_1877001c624f7540
english,english_221,emanual_229,test,english,emanual,hybrid,1,1,0,unchanged,True,How can I use HDMI UHD Color?,doc_4f3fc32b567e8f3b|doc_4f82ee87336df9b4|doc_64626f5b3d334fe7,doc_64626f5b3d334fe7|doc_4f3fc32b567e8f3b|doc_4f82ee87336df9b4|doc_0af7c92f8dbdb29b|doc_fd9a7389dc034d9c
english,english_221,emanual_353,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I request service I am having problem with the TV?,doc_25e78fd790c751f7|doc_48ab71c7d4b97cf1,doc_48ab71c7d4b97cf1|doc_25e78fd790c751f7|doc_c76d00f88bf6de78|doc_acd581f5802e6b89|doc_202f58843ae10ffc
english,english_221,emanual_513,validation,english,emanual,hybrid,1,1,0,unchanged,True,Can I select Standard sound mode?,doc_99b36d27411cc595,doc_99b36d27411cc595|doc_d0c4a5adf3ffc776|doc_af9e1db1daf8b03b|doc_dc30edcb02d26e16|doc_4874e4ea0e6bc8ee
english,english_221,emanual_333,test,english,emanual,hybrid,1,1,0,unchanged,True,Hpw do I configure advanced broadcasting audio settings?,doc_23430cd6cb95ef8f,doc_23430cd6cb95ef8f|doc_5f9d9d64cde629ee|doc_dc30edcb02d26e16|doc_c0720d5f0d595fea|doc_63df1531cbdc659b
english,english_221,emanual_341,test,english,emanual,hybrid,2,1,1,improved,True,What is the feature of Bixby guide?,doc_3deec08e7a494c6d,doc_3deec08e7a494c6d|doc_2839c652ea71d611|doc_8f11f2ca6b134ad9|doc_75b8a9fd66adafa1|doc_cb5137af2abe18b6
english,english_221,emanual_580,validation,english,emanual,hybrid,1,1,0,unchanged,True,Can I configure the IPv6 connection settings?,doc_1dd3a6f1cd0a8ac3,doc_1dd3a6f1cd0a8ac3|doc_47ce19cf70eb6dd7|doc_afafb124cc440374|doc_e778c8da35de9c2f|doc_a9e6a8fa88d31bdc
english,english_221,emanual_64,test,english,emanual,hybrid,1,1,0,unchanged,True,How to launch the last used app automatically?,doc_8a7e529a6a2552da,doc_8a7e529a6a2552da|doc_da1300ebb4dd314e|doc_9bcc997d8d11776c|doc_3f10c228d9ebd41b|doc_60dafa15fdeb038e
english,english_221,emanual_26,validation,english,emanual,hybrid,1,1,0,unchanged,True,How to use the sleep timer and turn off the TV using the off timer?,doc_8cef7e3848eac080,doc_8cef7e3848eac080|doc_5bcad3b6bf037da3|doc_f0c8daaf5bb32caa|doc_bb306395cc6d4f76|doc_d0b12e9c89efb338
english,english_221,emanual_550,validation,english,emanual,hybrid,2,1,1,improved,True,Where do I find sound mode option and how to use it?,doc_5f9d9d64cde629ee|doc_99b36d27411cc595,doc_99b36d27411cc595|doc_d0c4a5adf3ffc776|doc_c0720d5f0d595fea|doc_d4d50252bc60bc84|doc_dc30edcb02d26e16
chinese,chinese_mx100,mxq-001,chinese,keyword,exact_parameter,tfidf,5,5,0,unchanged,True,MX-100的温度上限是多少？,unit_088a259df618945202b2|unit_427bb9da85d5c2c78e94|unit_4f021d52061a98f6ac53|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8|unit_5ea191c13e5954131884|unit_d2026ce4866fbfe12c00|unit_ea417ff8aa45e3b8d3ea,unit_9bb8855a2a4f363809a2|unit_bf63107d404eac25b0fa|unit_b85a502fbfddf27ee43b|unit_12f442be965b3ab2a53c|unit_ea417ff8aa45e3b8d3ea
chinese,chinese_mx100,mxq-002,chinese,keyword,exact_code,tfidf,14,14,0,unchanged,False,故障代码E07表示什么？,unit_4e6240ee45aff210b43d|unit_8b8c7f0d85cd4c16345f|unit_94850904cf039fcc1678|unit_d2ea24bd55aa60e58786,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-003,chinese,keyword,nearby_code,tfidf,21,21,0,unchanged,False,E02故障应该如何处理？,unit_931b71f8106f5858e816|unit_94850904cf039fcc1678|unit_d2ea24bd55aa60e58786,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-004,chinese,keyword,nearby_code,tfidf,22,22,0,unchanged,False,E03故障应该如何处理？,unit_94850904cf039fcc1678,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-005,chinese,keyword,exact_version,tfidf,1,1,0,unchanged,True,MX-100当前文档版本是什么？,unit_03db816ac89ed1434516|unit_088a259df618945202b2|unit_12f442be965b3ab2a53c|unit_4f021d52061a98f6ac53|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8|unit_9bb8855a2a4f363809a2|unit_d2026ce4866fbfe12c00|unit_ea417ff8aa45e3b8d3ea,unit_9bb8855a2a4f363809a2|unit_bf63107d404eac25b0fa|unit_b85a502fbfddf27ee43b|unit_12f442be965b3ab2a53c|unit_ea417ff8aa45e3b8d3ea
chinese,chinese_mx100,mxq-006,chinese,keyword,exact_date,tfidf,2,2,0,unchanged,True,设备资料记录的日期是什么？,unit_03db816ac89ed1434516|unit_088a259df618945202b2|unit_2bd1304003c7f0dfea98|unit_4f021d52061a98f6ac53|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8|unit_766c48cf1448479c2315|unit_d2026ce4866fbfe12c00,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-007,chinese,keyword,nearby_section,tfidf,1,1,0,unchanged,True,维护步骤所在章节的名称是什么？,unit_0163e2051a2ebd5d095e,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-008,chinese,keyword,nearby_section,tfidf,11,11,0,unchanged,False,安全参数章节叫什么？,unit_4102e7b75c61bddf397f,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-009,chinese,semantic,opposite_action,tfidf,5,5,0,unchanged,True,机器热到安全极限时还能继续运行吗？,unit_0cadd16eefbcfde43d0b|unit_1d7396a1c70ac608332a|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-010,chinese,semantic,paraphrase,tfidf,14,14,0,unchanged,False,设备发出高温告警后应该排查哪个部位？,unit_4e6240ee45aff210b43d|unit_8b8c7f0d85cd4c16345f|unit_94850904cf039fcc1678|unit_d2ea24bd55aa60e58786,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-011,chinese,semantic,paraphrase,tfidf,3,3,0,unchanged,True,开始保养设备前第一项动作是什么？,unit_0861be8afba46dca2c51|unit_1d7396a1c70ac608332a|unit_2bc981741b7b9f68f243|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-012,chinese,semantic,sequence,tfidf,3,3,0,unchanged,True,把滤网处理干净以后下一步做什么？,unit_0861be8afba46dca2c51|unit_1d7396a1c70ac608332a|unit_4912a65c603f231bd224|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-013,chinese,semantic,paraphrase,tfidf,3,3,0,unchanged,True,完成维护后还需要留下什么信息？,unit_0861be8afba46dca2c51|unit_1d7396a1c70ac608332a|unit_4912a65c603f231bd224|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-014,chinese,semantic,paraphrase,tfidf,4,4,0,unchanged,True,温控允许的最高数值是多少？,unit_088a259df618945202b2|unit_427bb9da85d5c2c78e94|unit_4f021d52061a98f6ac53|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8|unit_5ea191c13e5954131884|unit_d2026ce4866fbfe12c00|unit_ea417ff8aa45e3b8d3ea,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-015,chinese,semantic,paraphrase,tfidf,21,21,0,unchanged,False,感知元件掉线后怎样恢复？,unit_931b71f8106f5858e816|unit_94850904cf039fcc1678|unit_d2ea24bd55aa60e58786,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-016,chinese,semantic,paraphrase,tfidf,22,22,0,unchanged,False,供电异常时怎样让设备恢复？,unit_94850904cf039fcc1678,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-017,chinese,semantic,opposite_action,tfidf,3,3,0,unchanged,True,维护时应该先重启还是先切断电源？,unit_0861be8afba46dca2c51|unit_1d7396a1c70ac608332a|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-018,chinese,keyword,nearby_code,tfidf,21,21,0,unchanged,False,E02和E07中哪个代表传感器离线？,unit_931b71f8106f5858e816|unit_94850904cf039fcc1678|unit_d2ea24bd55aa60e58786,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-019,chinese,keyword,opposite_action,tfidf,22,22,0,unchanged,False,E03故障是否应该检查散热？,unit_94850904cf039fcc1678,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-020,chinese,semantic,nearby_section,tfidf,1,1,0,unchanged,True,查找维护步骤应该进入哪个章节？,unit_0163e2051a2ebd5d095e,unit_0163e2051a2ebd5d095e|unit_03db816ac89ed1434516|unit_0861be8afba46dca2c51|unit_088a259df618945202b2|unit_0cadd16eefbcfde43d0b
chinese,chinese_mx100,mxq-001,chinese,keyword,exact_parameter,dense,5,1,4,improved,True,MX-100的温度上限是多少？,unit_088a259df618945202b2|unit_427bb9da85d5c2c78e94|unit_4f021d52061a98f6ac53|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8|unit_5ea191c13e5954131884|unit_d2026ce4866fbfe12c00|unit_ea417ff8aa45e3b8d3ea,unit_427bb9da85d5c2c78e94|unit_ea417ff8aa45e3b8d3ea|unit_b85a502fbfddf27ee43b|unit_4f021d52061a98f6ac53|unit_d2026ce4866fbfe12c00
chinese,chinese_mx100,mxq-002,chinese,keyword,exact_code,dense,14,3,11,improved,True,故障代码E07表示什么？,unit_4e6240ee45aff210b43d|unit_8b8c7f0d85cd4c16345f|unit_94850904cf039fcc1678|unit_d2ea24bd55aa60e58786,unit_5ea191c13e5954131884|unit_088a259df618945202b2|unit_4e6240ee45aff210b43d|unit_8b8c7f0d85cd4c16345f|unit_94850904cf039fcc1678
chinese,chinese_mx100,mxq-003,chinese,keyword,nearby_code,dense,21,1,20,improved,True,E02故障应该如何处理？,unit_931b71f8106f5858e816|unit_94850904cf039fcc1678|unit_d2ea24bd55aa60e58786,unit_931b71f8106f5858e816|unit_94850904cf039fcc1678|unit_d2ea24bd55aa60e58786|unit_4e6240ee45aff210b43d|unit_8b8c7f0d85cd4c16345f
chinese,chinese_mx100,mxq-004,chinese,keyword,nearby_code,dense,22,1,21,improved,True,E03故障应该如何处理？,unit_94850904cf039fcc1678,unit_94850904cf039fcc1678|unit_5ea191c13e5954131884|unit_931b71f8106f5858e816|unit_4e6240ee45aff210b43d|unit_8b8c7f0d85cd4c16345f
chinese,chinese_mx100,mxq-005,chinese,keyword,exact_version,dense,1,1,0,unchanged,True,MX-100当前文档版本是什么？,unit_03db816ac89ed1434516|unit_088a259df618945202b2|unit_12f442be965b3ab2a53c|unit_4f021d52061a98f6ac53|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8|unit_9bb8855a2a4f363809a2|unit_d2026ce4866fbfe12c00|unit_ea417ff8aa45e3b8d3ea,unit_12f442be965b3ab2a53c|unit_9bb8855a2a4f363809a2|unit_b85a502fbfddf27ee43b|unit_bf63107d404eac25b0fa|unit_d2026ce4866fbfe12c00
chinese,chinese_mx100,mxq-006,chinese,keyword,exact_date,dense,2,1,1,improved,True,设备资料记录的日期是什么？,unit_03db816ac89ed1434516|unit_088a259df618945202b2|unit_2bd1304003c7f0dfea98|unit_4f021d52061a98f6ac53|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8|unit_766c48cf1448479c2315|unit_d2026ce4866fbfe12c00,unit_766c48cf1448479c2315|unit_4912a65c603f231bd224|unit_2bd1304003c7f0dfea98|unit_0163e2051a2ebd5d095e|unit_5a011d6f4cc5f7bf21e8
chinese,chinese_mx100,mxq-007,chinese,keyword,nearby_section,dense,1,1,0,unchanged,True,维护步骤所在章节的名称是什么？,unit_0163e2051a2ebd5d095e,unit_0163e2051a2ebd5d095e|unit_2bd1304003c7f0dfea98|unit_766c48cf1448479c2315|unit_12f442be965b3ab2a53c|unit_b85a502fbfddf27ee43b
chinese,chinese_mx100,mxq-008,chinese,keyword,nearby_section,dense,11,1,10,improved,True,安全参数章节叫什么？,unit_4102e7b75c61bddf397f,unit_4102e7b75c61bddf397f|unit_0163e2051a2ebd5d095e|unit_088a259df618945202b2|unit_12dd3556798a53065a50|unit_4f021d52061a98f6ac53
chinese,chinese_mx100,mxq-009,chinese,semantic,opposite_action,dense,5,1,4,improved,True,机器热到安全极限时还能继续运行吗？,unit_0cadd16eefbcfde43d0b|unit_1d7396a1c70ac608332a|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8,unit_0cadd16eefbcfde43d0b|unit_5a011d6f4cc5f7bf21e8|unit_5ea191c13e5954131884|unit_52f7d2948d68aee317d1|unit_4e6240ee45aff210b43d
chinese,chinese_mx100,mxq-010,chinese,semantic,paraphrase,dense,14,1,13,improved,True,设备发出高温告警后应该排查哪个部位？,unit_4e6240ee45aff210b43d|unit_8b8c7f0d85cd4c16345f|unit_94850904cf039fcc1678|unit_d2ea24bd55aa60e58786,unit_94850904cf039fcc1678|unit_0cadd16eefbcfde43d0b|unit_4e6240ee45aff210b43d|unit_8b8c7f0d85cd4c16345f|unit_d2ea24bd55aa60e58786
chinese,chinese_mx100,mxq-011,chinese,semantic,paraphrase,dense,3,2,1,improved,True,开始保养设备前第一项动作是什么？,unit_0861be8afba46dca2c51|unit_1d7396a1c70ac608332a|unit_2bc981741b7b9f68f243|unit_52f7d2948d68aee317d1|unit_5a011d6f4cc5f7bf21e8,unit_0163e2051a2ebd5d095e|unit_0861be8afba46dca2c51|unit_1d7396a1c70ac608332a|unit_bf63107d404eac25b0fa|unit_2bd1304003c7f0dfea98
